"","HEROP_ID","FIPS","SviSmryRnk","SviTh1","SviTh2","SviTh3","SviTh4","EssnWrkP","HghRskP","HltCrP","RetailP","TotWrkE","GiniCoeff","MedInc","PciE","PovP","UnempP","LngTermP","MobileP","RentalP","TotUnits","UnitDens","VacantP","FqhcAvTmDr","FqhcCtTmDr","FqhcTmDrP","TotTracts","OpRxRt","BachelorsP","EduHsP","EduNoHsP","EngProf","GradSclP","SomeCollegeP","CrowdHsng","DivrcdP","FamSize","HHSize","HhldFA","HhldFC","HhldFS","HhldMA","HhldMC","HhldMS","HsdTot","HsdTypCo","HsdTypM","HsdTypMC","MrrdP","NonRelFhhP","NonRelNfhhP","NvMrrdP","OccupantP","SepartedP","TotPopHh","WidwdP","DisbP","FemP","MaleP","MedAge","Ovr16","Ovr16P","Ovr18","Ovr18P","Ovr21","Ovr21P","Ovr62P","Ovr65","Ovr65P","SRatio","SRatio18","SRatio65","TotPop","Und18P","AmIndE","AmIndP","AsianE","BlackE","BlackP","HisE","HisP","OtherE","OtherP","PacIsE","PacIsP","TwoRaceE","TwoRaceP","WhiteE","WhiteP","DsmAs","DsmBlk","DsmHsp","IntrAsWht","IntrBlkWht","IntrHspWht","IsoAs","IsoBlk","IsoHsp","TotVetPop","VetP","StateAbbr","StateDesc","CountyName","StateFIPS","CountyFIPS","TotalPopulation","TotalPop18plus","FOODSTAMP_CrudePrev","FOODSTAMP_Crude95ci","FOODSTAMP_AdjPrev","FOODSTAMP_Adj95CI"
"91","050US37181",37181,0.9672,0.9532,0.9745,0.929,0.7283,54.3,25,14.7,13.4,18204,0.4591,35159,27223,19,6.8,24.6,25,103,19423,77,17.2,8.59,12,100,12,38.6,12.8,35.8,14.6,0.011,5.6,22.4,0.03,12.9,3.36,2.59,18.9,9.3,11.3,12.8,1.5,4.7,16081,5.2,35,11.2,40.3,12.7,2.4,38.7,82.8,3.4,41730,4.8,18.9,53.4,46.6,39.9,33372,78.8,32173,75.9,27978,72.3,22.6,7958,18.8,87.2,83.7,73.5,42361,24.1,141,0.3,272,20746,49,3853,9.1,2291,5.4,0,0,2604,6.1,16307,38.5,0.45,0.29,0.46,0.44,0.34,0.29,0.01,0.53,0.16,32173,6.9,"NC","North Carolina","Vance",37,181,"42,301","32,113",22.9,"(18.8, 26.9)",24.2,"(19.9, 28.7)"
"92","050US37109",37109,0.2517,0.2746,0.2685,0.4658,0.2666,46.9,28.6,12.4,10.9,43843,0.4566,46558,42170,9,3.6,18.9,16.2,47.2,38589,130.5,7.5,10.83,18,100,18,23.8,19.4,29.3,10,0.013,7.6,21.6,0.02,9.1,2.95,2.51,12.1,3.7,6.3,10.8,0.8,4.3,35681,4.9,57.5,20.6,58.6,6.8,1.9,26.9,92.5,1.5,89651,3.9,15.1,50.3,49.7,44.3,73732,81.6,71590,79.2,62274,76.4,23.5,17168,19,98.9,97.8,86.9,90359,20.8,174,0.2,705,5271,5.8,7065,7.8,2354,2.6,5,0,5271,5.8,76579,84.7,0.42,0.46,0.41,0.86,0.72,0.75,0.02,0.12,0.13,71502,7.5,"NC","North Carolina","Lincoln",37,109,"95,675","76,148",9.2,"( 6.9, 11.7)",9.7,"( 7.2, 12.3)"
"93","050US37187",37187,0.8603,0.9475,0.8511,0.9036,0.3716,55.1,23.6,14.2,11,3935,0.5016,33724,28150,24.7,11.2,31.5,22.9,71.6,6045,17.4,20.1,19.9,4,100,4,31.7,8.5,36.1,14.4,0,3.7,26.4,0.01,10.3,3,2.23,21.3,8.7,12.9,17.3,0.4,8.5,4832,6.5,34.1,8.3,41.6,5.8,2.3,40.4,79.9,2.4,10752,5.3,26.1,49.9,50.1,49.3,9213,84.5,8887,81.5,7573,75.6,32.7,2984,27.4,100.3,87.2,83.1,10905,18.5,5,0,11,5411,49.6,426,3.9,23,0.2,0,0,373,3.4,5082,46.6,0,0.11,0.23,0,0.43,0.49,0,0.51,0.06,8834,8.9,"NC","North Carolina","Washington",37,187,"10,713","8,617",25.3,"(21.1, 29.2)",28.3,"(23.6, 32.8)"
"94","050US37025",37025,0.4321,0.3614,0.4817,0.7706,0.3376,42.6,17.5,12.5,12.9,116627,0.438,48282,40652,8.9,4.5,13,5.4,73.1,91339,252.9,12,9.35,47,100,47,42.7,23.9,24.9,8.2,0.016,13.8,19.6,0.03,6.9,3.39,2.85,13.6,6.2,5.5,9.1,0.8,2.6,80370,5.9,56.3,24.1,55.6,7.7,2.2,33.5,88,1.4,229452,2.6,10.7,50.9,49.1,37.7,179891,77.8,172577,74.6,148073,71.1,16.6,30979,13.4,96.3,93.1,78.2,231262,25.4,358,0.2,12408,43654,18.9,28603,12.4,12968,5.6,69,0,18759,8.1,143046,61.9,0.49,0.32,0.37,0.55,0.52,0.5,0.16,0.25,0.2,172252,6.6,"NC","North Carolina","Cabarrus",37,25,"240,016","180,188",10.2,"( 8.1, 12.7)",10.3,"( 8.2, 12.8)"
"95","050US37145",37145,0.5393,0.5558,0.6532,0.7165,0.2787,49.8,25.5,18,11.3,19068,0.4804,41648,37616,18.4,3.9,25.1,17.9,57.8,18482,47.1,12.3,11.02,7,100,7,15.9,14.1,34.8,10.9,0.007,5.7,22.4,0.01,10.1,2.92,2.39,15.8,5.4,11.2,11.2,1.3,4.8,16211,7.1,47,14.4,53.4,7.1,2.1,30.9,87.7,2.2,38821,3.3,18.9,51.8,48.2,43.9,32272,82.2,31142,79.3,26809,75,25.4,8250,21,93.1,91.7,76.4,39275,20.7,233,0.6,168,10004,25.5,2303,5.9,548,1.4,2,0,2524,6.4,25796,65.7,0.55,0.29,0.29,0.54,0.58,0.59,0.01,0.3,0.08,31129,7,"NC","North Carolina","Person",37,145,"39,737","31,541",15.4,"(12.7, 18.5)",16.3,"(13.3, 19.6)"
"96","050US37071",37071,0.65,0.6984,0.6163,0.6726,0.4578,48.7,24.3,13.2,12,110290,0.4628,44740,35557,12.8,4.8,18.1,8.6,79.8,100109,281.4,7.8,6.1,85,100,85,56.7,18.2,29,12,0.018,7.7,21.9,0.02,10.9,3.02,2.47,15.6,5.9,8.3,11.9,1.6,4.1,92287,7.4,45.8,16.4,50.3,7.7,2.5,33.6,92.2,2.4,228355,2.8,14.5,51.5,48.5,39.5,185485,80.1,179258,77.4,154740,74,20,37758,16.3,94,91.1,75.1,231485,22.6,684,0.3,3825,40681,17.6,21518,9.3,7693,3.3,105,0,15493,6.7,163004,70.4,0.48,0.46,0.39,0.72,0.52,0.58,0.06,0.3,0.14,178985,7.1,"NC","North Carolina","Gaston",37,71,"237,242","184,354",13.3,"(11.0, 15.9)",13.7,"(11.2, 16.4)"
"97","050US37189",37189,0.4238,0.8619,0.0048,0.2444,0.5969,42.9,13.6,10.4,15.2,26623,0.5143,28058,32631,24.7,9,18.7,8,87,33028,105.7,35.9,11.46,13,100,13,51.2,25.8,20.8,7.6,0.012,21.9,17,0.01,8.6,2.85,2.29,16.9,2.2,6.8,14.7,0.3,5.5,21187,6,42.8,13.1,41.3,2.8,12.8,47.7,64.1,0.8,48489,1.6,11.9,50.1,49.9,32.2,48742,89.3,47838,87.6,35486,69.9,20.7,9138,16.7,99.5,98.9,92.3,54607,12.4,201,0.4,664,1194,2.2,3303,6,702,1.3,0,0,2512,4.6,49334,90.3,0.43,0.36,0.17,0.87,0.87,0.88,0.02,0.03,0.07,47837,4.5,"NC","North Carolina","Watauga",37,189,"54,748","48,121",10.7,"( 7.7, 14.4)",12.5,"( 9.4, 16.5)"
"98","050US37033",37033,0.7302,0.7442,0.7646,0.7881,0.4384,58.1,30,15.6,11.5,9296,0.4246,38839,28281,15.7,5.7,29.3,21.7,53,10490,24.7,17.3,10.03,6,100,6,4.6,10.5,35.8,16.4,0.013,5.6,20.9,0.01,10.8,2.94,2.46,12.4,5.1,9.7,13.6,0.1,5.8,8677,5.6,50.4,14.9,46.9,5,4.3,35.1,82.7,2,21355,5.1,20,48,52,46.2,19131,84.3,18533,81.7,16137,78.3,27,5096,22.5,108.3,106,79.9,22689,18.3,19,0.1,97,7138,31.5,1102,4.9,425,1.9,0,0,1339,5.9,13671,60.3,0.48,0.27,0.47,0.58,0.56,0.61,0.01,0.37,0.11,18486,6.8,"NC","North Carolina","Caswell",37,33,"22,807","18,569",16.4,"(13.7, 19.5)",17.4,"(14.4, 20.6)"
"99","050US37195",37195,0.952,0.9599,0.8543,0.8909,0.8136,51.8,28,14.9,11.1,33490,0.4831,40635,30057,21,6,17.6,14.3,91.7,36702,99.8,10.5,7.32,25,100,25,43.3,12.3,34.2,15.6,0.02,8,19.6,0.02,9,2.98,2.35,19.3,5.6,10.1,13,1.4,4.1,32860,6.2,43.1,15.2,48.9,5.2,2.1,36.1,89.5,2.3,77248,3.8,14.9,52.3,47.7,40.7,62613,79.6,60542,77,53081,73.8,23,14938,19,91.3,87.8,78.4,78648,23,176,0.2,805,30889,39.3,9354,11.9,6436,8.2,0,0,4111,5.2,36231,46.1,0.53,0.48,0.45,0.58,0.32,0.36,0.04,0.51,0.17,60381,6.3,"NC","North Carolina","Wilson",37,195,"78,970","60,928",23,"(18.9, 26.9)",24.1,"(19.9, 28.2)"
"100","050US37185",37185,0.9879,0.9707,0.9605,0.931,0.923,53,30.2,14.2,13.9,7287,0.5175,32834,31482,22.2,8,27,39.7,71.4,11543,26.9,31.3,16.88,7,100,7,3.1,12.8,39.1,13.3,0.012,6.2,19.2,0.02,14.5,2.83,2.26,18.5,8,12.4,15.5,1,6.5,7930,4.7,38.3,7.6,42.3,10,2.2,35,68.7,4.1,17939,4.1,21.2,50.7,49.3,48.6,15868,84.6,15360,81.9,13527,78.1,32,5047,26.9,97.1,100,81,18751,18.1,959,5.1,123,8826,47.1,830,4.4,548,2.9,8,0,1072,5.7,7215,38.5,0.66,0.34,0.5,0.3,0.32,0.33,0.02,0.54,0.07,15360,8.9,"NC","North Carolina","Warren",37,185,"18,836","15,503",24.2,"(20.4, 28.6)",26.5,"(22.1, 31.1)"
